ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10608,7,31,23,21,33,7,13,0,21,3
10609,0,0,0,0,0,0,0,0,0,0
10610,20,20,20,20,20,20,20,20,20,20
10611,0,0,0,9,0,0,0,0,0,0
10612,0,0,0,0,0,25,0,0,0,0
10613,0,0,0,0,0,0,0,0,0,0
10614,0,0,0,0,0,0,0,0,0,0
10615,0,0,0,0,0,0,0,0,0,0
10616,0,0,0,0,0,0,0,0,0,0
10617,0,0,25,0,13,0,12,0,5,0
10618,26,26,26,26,26,26,26,26,26,26
10619,0,0,0,0,0,0,0,15,0,0
10620,0,0,0,0,0,0,0,0,0,0
10621,0,0,0,11,0,0,0,0,0,0
10622,24,24,24,24,24,24,24,24,24,24
10623,55,55,55,55,55,55,55,55,55,55
10624,0,0,0,0,0,0,0,0,0,0
10625,4,4,4,4,4,4,6,4,4,4
10626,0,11,0,22,0,0,21,9,16,0
10627,0,0,0,0,0,0,0,0,0,0
10628,0,0,0,0,0,0,0,0,0,0
10629,0,5,0,0,0,0,0,0,0,0
10630,0,0,0,0,0,0,0,0,0,0
10631,11,6,12,0,0,14,0,15,0,21
10632,0,0,0,0,0,0,0,0,0,0
10633,4,16,10,7,13,8,19,6,13,11
10634,0,0,0,0,0,0,0,0,0,0
10635,0,0,0,0,13,0,0,0,0,0
10636,60,4,37,4,11,4,4,20,4,4
10637,7,7,7,7,7,7,7,7,7,7
10638,0,0,0,0,0,0,18,0,8,13
10639,7,7,7,7,7,7,7,7,7,7
10640,1,1,1,1,1,1,1,1,1,1
10641,20,24,37,40,25,16,14,16,8,14
10642,11,11,11,11,11,11,11,11,11,11
10643,0,15,0,0,0,0,0,0,0,0
10644,14,14,14,14,14,14,14,14,14,14
10645,0,0,0,0,0,0,0,0,0,0
10646,0,0,0,0,0,0,0,0,0,0
10647,0,0,0,0,0,0,0,0,0,0
10648,0,0,36,16,0,0,0,11,0,0
10649,0,0,0,0,0,0,16,14,0,0
10650,0,0,0,0,0,0,0,0,0,0
10651,0,0,0,0,0,0,0,0,0,0
10652,0,0,0,0,0,0,0,0,0,0
10653,0,25,6,0,0,0,0,17,0,0
10654,7,21,0,10,0,17,0,0,27,0
10655,0,0,0,0,0,0,9,0,0,0
10656,0,12,0,0,0,0,0,0,0,0
10657,0,0,0,0,0,0,0,0,0,0
10658,0,0,0,12,0,22,0,23,10,0
10659,6,6,6,6,6,6,6,6,6,6
10660,0,0,0,0,0,0,0,0,0,0
10661,0,0,21,0,0,0,0,0,0,0
10662,0,0,0,0,0,0,0,0,0,0
10663,0,0,0,0,0,0,0,0,0,0
10664,0,0,0,0,0,0,0,0,0,0
10665,0,0,0,0,0,0,0,0,0,0
10666,0,0,0,0,0,0,0,0,0,0
10667,0,0,0,0,0,0,0,0,0,0
10668,34,34,34,34,34,34,34,34,34,34
10669,0,20,19,0,0,0,0,0,0,0
10670,17,17,17,17,17,17,17,17,17,17
10671,0,0,0,0,0,0,0,0,0,0
10672,18,12,12,12,12,12,12,17,12,12
10673,20,20,20,20,20,20,20,20,20,20
10674,0,0,0,0,0,0,0,0,0,0
10675,0,0,21,39,26,0,0,30,0,0
10676,14,14,14,14,14,14,14,14,14,14
10677,17,0,22,0,0,0,17,0,27,11
10678,0,0,0,0,0,0,0,0,0,0
10679,0,0,17,0,0,10,0,0,0,0
10680,0,0,0,0,0,0,0,0,0,0
10681,0,0,0,0,0,0,19,0,0,0
10682,16,2,15,0,9,0,9,0,11,0
10683,0,0,0,7,0,0,0,0,6,18
10684,0,0,0,0,0,0,0,20,0,0
10685,0,0,0,0,5,17,18,34,0,12
10686,0,0,0,0,0,0,0,0,0,0
10687,0,22,0,16,14,23,18,0,32,0
10688,7,20,3,4,22,6,0,19,24,13
10689,0,0,0,0,0,0,0,0,0,0
10690,26,26,26,26,26,26,26,26,26,26
10691,0,0,0,0,0,0,0,0,0,0
10692,0,0,0,0,0,0,0,0,0,0
10693,18,0,0,0,0,0,0,0,0,0
10694,26,26,26,26,26,26,26,26,26,26
10695,14,14,14,14,14,14,14,14,14,14
10696,0,0,0,0,26,26,0,0,13,0
10697,12,12,12,12,12,12,12,12,12,12
10698,0,0,0,17,0,0,15,0,0,0
10699,0,0,0,0,0,0,0,0,0,0
10700,0,0,0,0,0,0,0,0,0,0
10702,0,0,20,0,0,0,14,0,0,0
10703,10,10,10,10,10,10,10,10,10,10
10704,0,0,0,13,0,0,0,0,0,0
10705,23,23,23,23,23,23,23,23,23,23
10706,0,0,0,0,0,0,0,0,0,0
10707,7,7,7,7,7,7,7,7,7,7
10708,0,0,0,0,0,0,0,0,0,0
10709,17,17,17,17,17,17,17,17,17,17
10710,0,0,0,0,0,0,0,0,0,0
10711,22,0,0,0,0,0,0,0,0,13
10712,16,16,16,18,16,16,35,16,16,16
10713,0,0,0,0,0,0,0,0,0,0
10714,0,0,0,0,0,0,0,0,0,0
10715,0,0,0,0,0,0,0,0,0,0
10716,0,0,0,0,0,0,0,0,0,0
10717,0,0,0,0,0,0,0,0,0,0
10718,0,0,0,3,5,0,13,0,0,0
10719,15,0,23,0,0,0,0,18,16,0
10720,0,0,0,0,0,0,0,0,0,0
10721,0,0,0,0,19,0,0,0,0,0
10722,0,0,0,0,0,0,0,0,0,0
10723,27,27,27,27,27,27,27,27,27,27
10724,0,0,0,0,0,0,0,0,0,0
10725,0,0,0,0,0,0,0,0,0,0
10726,0,0,0,0,0,0,0,0,0,0
10727,0,0,31,20,36,17,20,0,28,10
10728,0,0,0,0,0,0,0,13,0,0
10729,0,0,0,0,0,0,0,0,0,0
10730,0,0,8,0,0,0,0,0,0,0
10731,0,0,0,0,23,0,0,0,0,0
10732,16,15,24,15,15,15,15,15,15,23
10733,0,0,0,0,0,0,0,0,0,12
10734,0,0,0,0,0,19,0,0,30,0
10735,0,0,21,0,11,0,0,0,0,21
10736,0,0,0,0,0,0,0,0,0,0
10737,0,0,0,0,0,0,0,0,0,0
10738,22,22,22,22,22,22,22,22,22,22
10739,13,13,13,13,13,13,13,13,13,13
10740,18,18,18,18,18,18,18,18,18,18
10741,0,0,0,0,0,0,0,0,0,0
10742,0,0,0,0,0,0,0,0,0,0
10743,13,12,0,11,29,0,0,0,0,18
10744,0,0,0,0,0,0,0,0,0,0
10745,0,0,0,0,0,0,0,0,0,0
10746,0,0,0,0,0,0,0,0,0,0
10747,33,33,33,33,33,33,33,33,33,33
10748,0,0,0,0,0,0,0,0,0,0
10749,0,0,0,0,0,0,0,0,0,0
10750,0,0,0,0,0,0,0,0,0,0
10751,2,2,2,9,2,2,2,2,2,2
10752,0,0,0,0,0,0,0,0,0,0
10753,0,0,0,0,0,0,0,0,0,0
10754,15,15,15,15,15,15,27,15,15,22
10755,0,0,0,0,0,0,0,0,0,0
10756,34,34,34,34,34,34,34,34,34,34
10757,0,0,0,0,0,0,0,0,0,0
10758,22,22,22,22,22,22,22,22,22,22
10759,0,0,0,9,0,0,0,0,0,0
10760,0,0,0,0,0,0,0,0,0,0
10761,0,0,0,0,0,0,0,0,0,0
10762,31,29,0,9,0,14,0,17,19,0
10763,0,0,0,0,0,0,0,0,0,0
10764,7,7,7,7,7,7,7,7,7,7
10765,21,21,21,21,21,21,21,21,21,21
10766,22,22,22,22,22,22,22,22,22,22
10767,0,0,0,0,0,0,0,0,8,13
10768,0,0,20,8,0,0,6,11,17,0
10769,0,0,0,0,0,0,0,0,0,0
10770,0,0,0,0,22,0,17,0,25,0
10771,0,0,0,0,0,0,0,0,0,0
10772,0,0,0,0,0,0,0,0,0,0
10773,0,0,0,0,0,0,0,0,0,7
10774,34,18,0,0,38,0,0,17,10,0
10775,0,17,0,7,0,0,0,0,0,0
10776,0,0,0,0,0,0,0,0,0,0
10777,0,0,0,0,0,0,0,0,0,0
10778,17,17,17,17,17,17,17,21,17,17
10779,0,0,0,0,7,0,0,0,0,0
10780,20,20,20,20,20,20,20,20,20,20
10781,1,1,1,1,1,1,1,1,1,1
10782,0,0,0,27,0,20,0,0,14,18
10783,30,30,30,30,30,30,30,30,30,30
10784,0,19,0,0,0,27,0,23,0,0
10785,0,0,0,0,0,4,0,0,0,0
10786,0,0,0,0,0,0,0,0,0,0
10787,17,17,17,17,17,17,17,17,17,17
10788,0,0,0,0,0,0,0,0,0,0
10789,7,0,0,0,0,0,0,0,0,13
10790,0,12,0,0,0,0,0,0,0,0
10791,0,0,0,0,0,0,0,0,0,0
10792,0,0,0,0,0,0,0,0,0,0
10793,0,0,0,0,0,0,0,0,0,0
10794,0,0,0,0,0,0,0,0,0,0
10795,23,23,35,23,23,23,23,23,23,23
10796,0,0,0,0,0,0,0,0,0,0
10797,0,30,0,10,0,0,11,0,4,4
10798,23,23,23,23,23,23,23,23,31,23
10799,0,0,0,19,0,0,0,0,0,0
10801,26,26,26,26,26,26,26,26,26,26
10802,26,26,26,26,26,26,26,26,26,26
10803,0,0,0,0,0,0,0,0,0,0
10804,0,0,0,0,0,0,0,0,12,0
10805,11,0,12,0,0,0,18,0,18,0
10806,0,0,0,0,0,0,0,0,0,0
10807,0,0,0,0,0,0,0,0,0,0
10808,14,14,14,14,14,14,14,14,14,14
10809,26,26,26,26,26,26,26,26,26,26
10810,16,0,0,0,0,0,0,0,0,0
10811,0,0,0,0,0,0,26,0,21,0
10812,5,5,5,5,5,5,5,5,5,5
10813,8,8,8,8,8,8,8,8,8,8
10814,24,24,24,24,24,24,24,24,24,24
10815,17,17,17,17,17,17,17,31,17,17
10816,0,0,0,0,0,0,0,0,0,0
10817,0,0,0,0,0,0,0,0,0,0
10818,14,14,14,14,14,14,14,14,14,14
10819,0,0,0,0,0,0,0,0,0,0
10820,0,0,0,0,0,0,0,0,0,0
10821,0,0,0,0,0,0,0,0,0,0
10822,0,0,12,0,0,0,0,0,0,0
10823,0,12,0,0,17,0,0,0,0,0
10824,0,0,0,0,24,0,0,0,0,0
10825,0,0,0,0,0,0,0,0,0,0
10826,34,0,23,0,12,38,29,0,21,0
10827,0,28,21,0,28,0,0,23,18,0
10828,0,0,0,0,0,0,0,0,0,0
10829,0,0,0,0,0,0,0,0,0,0
10830,0,0,0,0,0,0,0,0,0,0
10831,20,0,0,0,0,0,7,5,0,0
10832,15,0,0,0,0,0,10,33,10,0
10833,0,0,0,0,0,0,0,0,0,0
10834,0,0,0,0,0,0,0,0,0,0
10835,2,2,2,2,2,2,2,2,2,2
10836,0,0,0,0,24,0,0,0,0,0
10837,12,12,12,12,12,12,12,12,12,12
10838,20,0,0,24,0,14,18,8,33,0
10839,21,0,0,0,0,0,0,0,0,12
10840,2,0,9,0,0,0,0,0,0,0
10841,0,0,0,0,0,0,0,0,0,0
10842,0,0,0,0,0,0,0,0,0,0
10843,0,0,0,0,0,0,0,0,0,0
10844,24,24,24,24,24,24,24,24,24,24
10845,0,0,0,0,0,22,0,0,0,0
10846,17,16,26,23,0,34,26,13,6,11
10847,0,0,0,0,0,0,0,0,8,0
10848,0,0,0,0,0,0,0,0,0,0
10849,0,0,0,0,0,0,0,0,0,0
10850,0,0,0,0,0,0,0,23,0,0
10851,16,35,23,26,13,26,13,25,13,38
10852,0,0,0,0,0,0,0,0,0,27
10853,0,0,0,0,0,0,0,0,0,0
10854,0,0,0,0,0,0,0,0,0,17
10855,0,0,0,10,0,0,0,0,0,0
10856,25,14,14,25,14,14,20,23,14,16
10857,0,0,22,23,0,17,0,9,0,0
10858,0,0,0,0,0,0,0,0,0,0
10859,0,0,0,0,0,0,0,0,0,0
10860,0,0,0,0,0,0,16,0,27,0
10861,0,0,0,0,0,0,0,0,12,0
10862,3,23,21,11,16,8,26,19,29,16
10863,0,0,0,0,0,0,0,0,0,0
10864,0,0,0,0,0,0,0,0,0,0
10865,10,0,0,14,18,0,8,0,5,0
10866,3,3,3,19,3,3,3,3,3,3
10867,2,16,15,14,0,23,0,23,0,12
10868,0,0,0,0,0,0,0,0,0,0
10869,0,0,10,0,0,0,0,0,15,0
10870,6,20,0,14,20,30,0,4,0,34
10871,0,0,0,0,0,0,0,0,0,0
10872,0,0,0,0,0,0,0,0,0,0
10873,0,0,0,0,0,0,0,0,0,0
10874,0,0,0,0,0,0,0,0,0,0
10875,0,0,0,0,0,0,0,0,0,0
10876,0,0,19,0,0,0,0,0,0,0
10877,0,19,0,0,0,0,0,0,0,0
10878,0,0,0,0,0,0,0,0,0,0
10879,9,9,9,9,9,9,9,9,9,9
10880,0,0,0,0,0,0,0,0,0,0
10881,0,0,0,0,0,0,0,0,0,0
10882,0,19,0,17,0,0,12,30,15,7
10883,0,0,18,0,0,0,0,15,0,0
10884,0,0,0,0,0,0,0,0,0,0
10885,0,0,5,0,0,0,0,0,0,0
10886,26,7,20,9,19,21,15,28,13,3
10887,0,0,10,0,0,0,0,0,0,0
10888,0,0,0,0,0,0,0,0,0,0
10889,0,0,0,0,0,0,0,0,0,0
10890,0,0,0,0,0,0,0,16,0,0
10891,0,0,0,5,7,0,0,0,0,0
10892,0,0,0,0,0,0,0,0,0,0
10893,0,0,0,0,0,0,0,0,24,0
10894,0,0,0,0,0,0,0,0,0,0
10895,0,0,0,0,0,0,0,0,0,0
10896,16,16,16,16,16,16,16,16,16,16
10897,0,31,5,5,0,0,16,13,0,0
10898,0,0,0,0,0,0,0,0,0,0
10899,14,35,0,0,0,22,12,0,0,0
10900,0,14,0,0,0,0,0,0,0,0
10901,0,12,0,0,0,0,0,0,0,0
10902,0,0,0,0,0,0,0,0,0,10
10903,0,0,0,0,0,0,0,0,0,0
10904,0,0,0,0,0,0,0,0,0,0
10905,0,0,0,0,0,0,0,0,0,0
10906,0,0,0,0,0,0,0,0,0,0
10907,35,0,0,0,0,0,0,0,0,5
10908,0,0,0,0,0,0,0,0,0,0
10909,0,0,0,0,0,0,0,0,0,0
10910,0,0,0,0,0,0,0,0,0,0
10911,0,0,0,0,0,0,0,0,0,0
10912,44,44,44,44,44,44,44,44,44,44
10913,31,31,31,31,31,31,31,31,31,31
10914,0,0,0,0,0,11,0,5,0,0
10915,0,0,0,0,0,0,0,0,0,0
10916,47,21,20,10,12,31,10,8,0,23
10917,17,17,17,17,17,17,17,17,17,17
10918,0,0,0,0,0,0,0,0,0,0
10919,25,25,25,25,25,25,25,25,25,25
20001,0,0,0,0,0,0,0,0,0,0
20002,0,0,0,27,0,0,0,0,0,0
20003,0,0,0,0,0,0,0,0,0,0
20004,0,0,0,0,0,0,0,0,0,0
20005,0,0,0,0,0,0,0,0,0,0
20006,0,0,0,0,0,0,0,0,0,0
20007,0,0,0,0,0,0,0,0,0,0
20008,0,0,0,0,0,0,0,0,0,0
20009,23,23,23,23,23,23,23,23,23,23
20010,20,20,20,20,20,20,20,20,20,20
20011,31,31,31,31,31,31,31,31,31,31
20012,18,18,18,18,18,18,18,18,18,18
20013,13,13,13,13,13,13,13,13,13,13
20014,13,13,13,13,13,13,13,13,13,13
20015,0,0,11,0,0,0,0,0,0,0
20016,23,23,23,23,23,23,23,23,23,23
20017,0,0,0,0,0,0,0,0,0,0
20018,0,0,0,0,0,0,0,0,0,0
20019,0,0,0,0,0,0,0,0,0,13
20020,0,0,0,0,0,0,44,0,0,0
20021,0,0,0,0,0,0,0,0,0,0
20022,19,19,19,19,19,19,19,19,19,19
20023,0,0,0,0,0,0,0,0,0,0
20024,16,16,16,16,16,16,16,16,16,16
20025,4,4,4,4,4,4,4,4,4,14
20026,0,0,0,0,0,0,0,0,0,0
20027,0,0,0,0,0,0,0,0,0,0
20028,0,0,0,0,0,0,0,0,0,0
20029,0,0,0,0,0,0,0,0,0,0
20030,0,0,0,0,0,0,0,0,0,0
20031,8,8,8,8,8,8,8,8,8,8
20032,0,0,0,0,0,0,0,0,0,0
20033,0,0,0,0,0,0,0,0,0,0
20034,0,0,0,0,0,0,0,0,0,0
20035,16,20,7,14,35,20,17,15,19,12
20036,0,0,0,0,0,0,0,0,0,0
20037,0,0,0,0,0,0,0,0,0,0
20038,37,37,37,37,37,37,37,37,37,37
20039,20,20,20,20,20,20,20,20,20,20
20040,42,0,0,0,0,0,23,0,0,0
20041,0,0,0,0,0,0,0,0,0,0
20042,0,0,0,0,0,0,0,0,0,0
20043,28,28,28,28,28,28,28,28,28,28
20044,13,13,13,13,13,13,21,13,43,13
20045,30,30,30,30,30,30,30,30,30,30
20046,0,0,0,0,0,0,0,0,0,0
20047,0,0,0,0,0,0,0,0,0,0
20048,0,0,0,0,0,0,0,0,0,0
20049,0,0,0,0,0,0,0,0,0,0
20052,0,0,0,0,0,0,0,0,0,0
20053,16,16,16,16,16,16,16,16,16,16
20054,14,14,14,14,14,14,14,14,14,14
20055,17,17,17,17,17,17,17,17,17,17
20056,0,0,0,0,0,0,0,0,0,0
20057,0,0,0,0,0,0,0,0,0,0
20058,0,0,0,0,0,0,0,0,0,0
20059,19,19,19,19,19,19,19,19,19,19
20060,0,0,0,0,0,15,0,0,0,0
20061,0,0,0,0,0,0,0,0,0,0
20062,0,0,0,0,0,0,0,0,0,0
20063,0,0,0,0,0,0,0,0,0,0
20064,0,0,0,0,0,0,36,0,0,16
20065,0,0,0,0,0,0,0,0,0,0
20066,0,0,0,0,0,0,0,0,0,0
20067,0,0,0,0,0,0,0,0,0,0
20068,0,0,0,0,0,0,0,0,0,0
20069,0,0,0,0,0,0,0,0,0,0
20070,0,0,0,0,0,0,0,0,0,0
20071,20,20,20,20,20,20,20,20,20,20
20072,0,0,0,0,0,0,0,0,0,0
20073,0,0,0,0,0,0,0,0,0,0
20074,18,18,18,18,18,18,18,18,18,18
20075,0,0,0,0,0,0,0,0,0,0
20076,0,0,0,0,0,0,0,0,0,0
20077,0,0,0,0,0,0,0,0,0,21
40001,18,9,9,16,33,18,12,22,14,18
40002,29,29,29,29,29,29,29,29,29,29
40003,25,19,19,19,19,19,19,19,19,19
40004,19,23,18,18,26,18,25,18,29,18
40005,19,20,0,33,36,7,23,19,36,16
40006,22,22,22,22,22,22,22,22,22,22
40008,0,0,0,0,19,25,0,0,0,0
40009,0,0,0,0,0,0,0,0,0,0
40010,0,45,0,12,8,0,0,0,0,8
40011,0,0,0,0,0,0,0,0,0,0
40012,0,0,0,0,0,22,0,0,0,0
40013,0,0,0,0,0,0,0,0,0,0
40015,0,0,0,0,0,0,0,0,0,0
40016,32,0,0,0,0,9,0,18,0,16
40017,0,0,0,0,0,0,0,0,0,0
40018,0,0,0,0,0,0,0,0,0,0
40019,20,0,15,14,10,0,0,0,0,0
40020,23,0,0,0,4,0,0,0,0,0
40021,0,0,0,0,0,0,0,0,0,0
40022,15,15,15,15,15,15,15,15,15,15
40023,31,0,11,0,30,0,0,0,0,20
40024,0,0,0,0,0,0,14,0,0,5
40025,0,11,0,0,7,0,10,0,0,0
40026,7,8,0,0,0,15,0,0,10,19
40027,0,0,18,0,0,6,0,43,22,0
40028,0,8,0,0,10,0,0,0,0,0
40029,10,10,10,10,10,10,10,10,10,10
40030,10,10,10,10,10,10,10,10,10,10
40031,20,20,20,20,20,20,20,20,20,20
40032,21,21,21,25,21,21,21,21,21,21
40033,0,0,0,0,25,0,0,0,0,0
40034,0,0,0,0,0,0,0,0,0,0
40035,16,16,16,16,16,16,16,16,16,16
40036,0,0,0,0,0,0,0,0,0,16
40037,21,21,21,21,21,21,21,21,21,21
40038,22,15,0,15,0,0,0,0,27,0
40039,0,6,0,17,34,4,0,0,21,0
40040,0,21,0,0,24,34,0,0,0,0
40041,0,0,0,0,0,0,0,0,0,0
40042,23,23,23,23,23,23,23,31,23,23
40043,0,0,0,29,0,0,0,0,0,0
40044,0,0,0,0,0,0,0,0,0,24
40045,0,0,13,20,20,10,0,25,0,0
40046,25,6,25,15,0,22,23,18,14,28
40047,0,0,0,0,0,0,0,0,0,0
40048,0,8,0,0,0,0,0,0,0,14
40049,0,0,0,0,0,0,0,0,0,5
40050,17,14,12,27,11,18,4,0,26,6
40051,15,0,0,12,0,0,0,0,0,17
40052,0,0,0,0,0,0,0,0,0,0
40054,0,18,19,0,0,0,0,0,0,0
40055,0,16,0,0,0,0,0,0,22,0
40056,5,25,31,5,2,0,28,19,14,15
40057,0,0,0,0,0,29,15,0,0,0
40058,0,0,0,0,0,0,0,0,0,0
40060,8,0,0,0,15,11,0,32,11,5
40061,0,14,0,0,0,5,0,34,0,0
40062,41,41,41,41,41,41,41,41,41,41
40063,0,0,0,0,0,0,0,0,0,0
40064,0,0,0,0,0,0,0,0,0,0
40066,0,19,33,0,10,0,30,18,0,14
40067,23,23,23,23,23,23,23,23,23,23
40068,0,17,43,16,9,0,0,15,28,0
40069,15,0,8,0,0,0,0,16,0,3
40070,0,0,0,13,0,0,0,0,14,28
40071,23,23,23,23,23,23,23,23,23,23
40073,22,8,13,17,19,29,10,9,27,6
40074,0,0,21,32,0,17,17,17,0,15
40075,0,0,0,0,0,0,0,0,0,0
40076,0,0,0,0,0,0,0,0,0,0
40077,17,15,0,0,4,20,15,9,0,0
40078,0,0,0,0,0,0,0,0,0,0
40080,13,12,22,34,19,0,17,24,16,18
40081,11,0,0,0,0,16,23,12,0,0
40082,9,0,26,0,7,15,0,0,0,0
40083,29,0,32,6,0,0,0,0,0,0
40084,30,0,0,28,0,0,15,27,0,15
40085,5,0,0,8,48,7,0,7,15,0
40086,10,0,0,0,0,21,26,20,0,0
40087,0,0,12,0,37,9,0,0,0,0
40088,0,10,0,30,0,0,0,0,0,0
40089,28,9,16,8,0,3,11,17,15,20
40090,19,19,19,19,19,19,19,19,19,19
40091,0,0,3,0,0,3,0,21,13,0
40092,26,26,26,26,26,26,26,26,26,26
40093,0,0,7,18,0,0,3,0,0,16
40094,5,5,5,5,5,5,5,5,5,5
40095,20,20,20,20,20,20,25,20,20,20
40096,0,0,0,0,0,0,0,0,20,21
40097,0,0,24,0,0,0,8,32,0,0
40098,0,0,0,0,0,0,0,0,0,27
40099,0,5,0,0,11,0,0,15,0,7
40100,0,0,0,0,0,0,0,0,0,0
40101,17,18,10,9,12,10,10,17,22,12
40102,0,28,0,0,0,0,0,0,0,0
40103,0,18,0,0,0,0,0,0,0,0
40104,9,6,0,0,13,0,0,3,19,10
40105,0,0,0,0,0,24,34,0,0,0
40106,15,15,15,15,15,15,15,15,15,15
40107,0,0,0,18,0,6,0,0,0,0
40108,0,0,7,0,0,0,0,0,0,0
40109,0,0,0,0,0,0,0,14,0,0
40110,0,0,0,0,0,0,0,0,0,0
40111,0,0,0,0,0,0,0,0,0,0
40112,0,0,0,0,0,0,0,0,0,0
40113,0,0,5,0,0,0,0,0,0,0
40114,0,0,0,0,0,0,20,0,0,0
40115,0,0,0,0,0,0,0,0,0,0
40116,0,0,0,0,0,0,0,5,0,0
40117,0,0,0,0,0,0,0,0,0,0
40118,0,0,0,0,10,11,0,6,16,0
40119,0,0,11,0,0,0,11,0,0,0
40120,0,15,0,8,0,0,11,18,9,18
40121,7,0,0,0,0,0,17,0,0,0
40122,0,12,0,23,23,24,29,0,0,9
40123,0,0,0,25,27,0,0,0,0,16
40124,8,0,14,12,10,8,9,0,0,0
40125,0,0,0,34,0,0,11,0,0,0
40126,0,0,0,0,14,0,0,2,0,0
40127,0,0,0,0,0,0,0,0,0,0
40128,0,0,0,13,29,18,23,0,0,0
40129,0,0,0,34,33,0,10,5,0,0
40130,0,9,10,0,0,0,0,0,0,16
40131,11,11,11,11,11,11,11,11,11,11
40132,25,9,23,13,15,10,17,0,11,0
40133,0,0,0,0,0,0,0,0,0,0
40134,0,0,0,0,0,0,0,0,0,0
40135,0,0,0,0,0,0,0,0,0,0
40136,18,18,18,18,18,18,18,18,18,18
40137,16,16,16,16,16,16,16,16,16,16
40138,0,0,0,0,0,0,0,0,0,0
40139,0,0,0,0,0,0,8,0,0,0
40140,0,23,37,4,19,19,0,0,22,44
40141,12,16,6,12,16,0,13,17,7,16
40142,37,37,37,37,37,37,37,37,37,37
40143,0,0,0,0,0,0,0,15,0,0
40144,8,15,0,11,0,0,0,0,0,0
40145,0,23,26,0,0,9,6,0,32,0
40146,16,16,0,12,11,14,19,3,11,23
40147,25,25,25,25,25,25,25,25,25,25
40148,0,6,0,0,0,0,0,0,0,0
40149,34,34,34,34,34,34,34,34,34,34
40150,0,0,17,0,0,6,0,0,0,0
40151,12,0,0,24,0,0,13,0,0,28
40152,25,0,12,0,20,0,7,9,17,0
40153,0,0,0,0,0,0,0,0,0,0
40154,0,0,13,0,0,9,0,34,0,0
40155,3,3,3,3,3,3,3,3,3,3
40156,20,0,33,8,19,22,0,10,30,0
40157,0,0,40,20,0,18,0,0,14,12
40158,0,0,15,0,14,0,0,11,0,0
40159,0,14,0,0,0,0,9,0,0,0
40160,10,15,0,24,0,0,17,0,0,22
40161,25,0,0,0,0,0,0,0,0,0
40162,19,19,19,19,19,19,31,19,19,19
40163,0,0,0,0,0,0,10,0,0,0
40164,19,16,10,15,13,5,11,14,11,10
40165,0,0,0,0,0,0,0,0,0,0
40166,0,0,0,0,7,6,0,15,0,0
40167,0,0,0,18,20,10,0,0,0,0
40168,0,0,0,0,0,0,0,0,0,0
40169,19,24,20,33,32,41,14,23,28,6
40170,0,43,0,0,7,0,34,14,0,27
40171,9,19,0,17,0,0,21,17,0,22
40172,0,0,0,0,0,0,0,0,0,0
40173,22,22,22,22,22,22,22,22,22,22
40174,8,16,0,18,15,32,22,0,14,17
40175,0,0,0,0,0,0,0,0,0,0
40176,10,0,21,0,0,0,24,5,3,14
40178,5,0,17,8,0,0,6,9,38,0
40179,0,0,0,0,0,15,0,0,0,0
40180,32,32,32,32,32,32,32,32,32,32
40181,0,0,0,0,0,0,0,0,0,0
40182,25,18,16,22,18,36,15,11,9,19
40183,0,0,0,0,0,0,0,0,0,0
40185,0,0,0,0,0,0,1,0,0,0
40186,0,0,0,0,0,0,0,0,0,0
40187,33,0,14,36,5,0,0,4,24,8
40188,24,33,27,24,24,28,43,24,24,24
40189,7,13,20,13,0,0,0,19,8,0
40190,0,12,18,0,19,8,0,0,0,17
40191,41,24,14,16,0,47,32,29,12,14
40192,0,14,0,0,0,0,0,0,7,0
40193,0,10,0,22,0,0,12,0,0,14
40194,31,31,31,31,31,31,31,31,31,31
40195,13,0,8,22,0,18,0,27,0,29
40196,20,0,17,19,16,20,18,0,37,0
40197,0,0,0,0,0,0,0,0,0,0
40198,13,8,0,0,0,12,0,0,0,0
40199,0,0,9,34,0,0,24,0,0,0
40200,29,12,4,0,34,18,12,14,0,26
40201,0,0,16,0,0,0,0,17,0,7
40202,0,18,0,0,0,0,0,0,0,0
40203,0,0,15,0,0,0,0,0,8,0
40204,24,26,24,24,24,24,24,24,24,26
40205,26,18,8,6,11,0,33,8,6,13
40206,4,4,4,4,4,4,4,4,4,4
40207,0,0,0,0,0,0,0,0,0,0
40208,0,0,0,0,10,9,0,0,0,20
40209,25,25,25,25,25,25,25,25,25,25
40210,0,0,0,0,0,0,0,0,0,0
40211,0,0,0,8,0,0,0,0,0,0
40212,0,0,0,0,0,0,0,0,0,0
40213,0,0,0,0,0,0,0,0,0,0
40214,0,0,0,0,0,0,0,0,0,0
40215,0,0,10,0,0,14,0,0,0,0
40216,0,0,0,0,0,0,0,0,0,0
40217,0,0,0,0,0,0,0,0,0,0
40218,8,24,0,0,0,0,15,0,0,0
40219,0,0,0,0,0,0,0,17,0,0
40220,0,0,0,0,0,0,0,0,2,7
40221,9,17,0,0,0,0,0,0,14,33
40222,16,16,0,0,17,10,0,0,17,24
40223,17,17,17,22,17,17,17,17,17,17
40224,18,22,39,26,0,13,0,25,23,21
40225,31,24,24,24,15,21,9,0,22,15
40226,12,7,2,13,12,17,21,16,15,13
40227,16,16,19,16,16,16,17,16,16,41
40228,21,21,21,21,21,21,21,21,21,21
40229,0,0,0,0,0,0,0,0,8,0
40230,0,0,0,3,5,0,12,0,0,0
40231,0,0,0,0,0,0,0,0,0,0
